what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1508476263492
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1508476271838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508476274412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508476277111
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1508476277142
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1508476277173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1508476284411
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1508477347440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508477431607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508478193704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508484992524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508491330548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508513153014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508513168067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508513169284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508519942285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508520117218
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1508520166234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1508520249534
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201211091924,"org.eclipse.cdt.debug.core",1508520252678
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201211091924,"org.eclipse.cdt.debug.ui",1508520252692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1508520267463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508520268739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508520271379
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1508520277974
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1508520278141
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508520279054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1508520341362
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1508520350879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1508520430446
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1508520432411
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1508520454147
