what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1511847220185
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1511847220185
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1511847220195
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1511847220195
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1511847220225
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1511847220225
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1511847220245
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1511847220245
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1511847220255
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1511847220255
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1511847220275
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1511847220325
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1511847220335
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1511847220355
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1511847220365
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1511847220375
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1511847220375
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1511847220405
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1511847220405
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1511847220425
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1511847220455
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1511847220455
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1511847220455
os,sysinfo,,,"win32",1511847220455
arch,sysinfo,,,"x86_64",1511847220455
ws,sysinfo,,,"win32",1511847220455
locale,sysinfo,,,"en_US",1511847220455
processors,sysinfo,,,"4",1511847220455
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1511847220455
java.runtime.version,sysinfo,,,"1.7.0_04-b20",1511847220455
java.specification.name,sysinfo,,,"Java Platform API Specification",1511847220455
java.specification.vendor,sysinfo,,,"Oracle Corporation",1511847220455
java.specification.version,sysinfo,,,"1.7",1511847220455
java.vendor,sysinfo,,,"Oracle Corporation",1511847220455
java.version,sysinfo,,,"1.7.0_04",1511847220455
java.vm.info,sysinfo,,,"mixed mode",1511847220455
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1511847220455
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1511847220455
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1511847220455
java.vm.specification.version,sysinfo,,,"1.7",1511847220455
java.vm.vendor,sysinfo,,,"Oracle Corporation",1511847220455
java.vm.version,sysinfo,,,"23.0-b21",1511847220455
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1511847220485
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1511847220525
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1511847220525
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1511847220635
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1511847221394
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201211091924,"org.eclipse.cdt.codan.ui.cxx",1511847221404
started,bundle,org.eclipse.cdt.make.core,7.1.2.201211091924,"org.eclipse.cdt.make.core",1511847221524
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201211091924,"org.eclipse.cdt.managedbuilder.core",1511847221644
started,bundle,org.eclipse.cdt.core,5.3.2.201211091924,"org.eclipse.cdt.core",1511847221798
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1511847221888
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1511847221908
started,bundle,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui",1511847222068
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201211091924,"org.eclipse.cdt.make.ui",1511847222078
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201211091924,"org.eclipse.cdt.codan.core.cxx",1511847222178
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201211091924,"org.eclipse.cdt.codan.core",1511847222198
started,bundle,ch.hsr.ifs.cute.tdd,1.1.0.201204021108,"ch.hsr.ifs.cute.tdd",1511847222218
started,bundle,ch.hsr.ifs.cute.ui,4.0.2.201204021108,"ch.hsr.ifs.cute.ui",1511847222238
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201211091924,"org.eclipse.cdt.codan.checkers",1511847222248
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1511847224797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847225925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847237240
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1511847237692
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1511847237739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847238473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847296431
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1511847296447
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1511847297612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847302437
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1511847305547
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1511847305610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847306200
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1511847307109
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511847307156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511847307202
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1511847307608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847308940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847336007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511847337559
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1511847338558
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1511847449254
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1511847479610
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1511847480359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511847482891
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1511847487671
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1511847487749
