what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511862681492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1511862769727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511862770469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511862790023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511862791939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511862837208
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1511862838564
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511862842706
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511862842735
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511862842735
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511862951837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1511862964969
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1511862980484
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1511863008268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863142623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863144162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863147840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863158784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863160091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863170883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863187734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863188739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863210126
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1511863215931
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511863219389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863235445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1511863280730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511863281731
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1511863317951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863348552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863371751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863374110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863403979
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1511863408498
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511863408675
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511863408698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1511863427857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511863437870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863443179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863448866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863450283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863453417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863672991
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511863677061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1511863685290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511863687626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1511863705844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511863712265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511863714841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863715698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863717098
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1511863717908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511863719375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511864065089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511864118709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511865267879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511865269533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868598194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868603274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868615807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868619845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868643391
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511868650047
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511868652063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868744437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868785283
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1511868786527
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1511868790613
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511868792368
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511868792419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1511868906265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511868911003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868935286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511868967228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1511868994318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511868996417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511869000187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511869007682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511869020500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1511869021527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1511869028698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511869030323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511869032572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1511869036005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1511869038405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511869040151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511869076571
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1511869077713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511869081360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511869082266
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1511869082504
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1511869083102
